City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bangalore,10-02-2022,223.7,99.3,88.9,116,241,15.6,3.07,15.5,69.1,11.22,7.31,9.13,418.9,Satisfactory
Delhi,11-02-2022,277.1,326.9,4.9,20.8,55.2,11,8.43,82.6,86.3,1.83,12.85,0.03,58.1,Poor
Mumbai,11-02-2022,143.6,210.2,24.5,15.7,156,15.9,9.71,20.2,187.9,3.8,9.85,3.3,82.9,Poor
Chennai,11-02-2022,4.7,254.4,53.8,20.3,51.5,38.8,4.53,18.9,38.2,17.6,6.47,3.96,389.7,Very Poor
Kolkata,11-02-2022,288,302,117.9,132,87.2,43.1,2.46,2,131.7,18.02,3.26,3.9,378.9,Good
Bangalore,11-02-2022,344.6,511.4,164.1,135.6,229.3,27.9,0.05,80.6,40.9,8.51,11.74,8.2,16.8,Severe
Delhi,12-02-2022,197.1,323.9,180.1,123,217.2,5.5,5.8,20.2,41.3,17.72,2.66,5.74,429.3,Satisfactory
Mumbai,12-02-2022,200.2,532.9,166.3,75.1,95.3,49.7,4.54,15,41.7,7.84,3.13,8.51,118,Very Poor
Chennai,12-02-2022,259.7,404.8,139,28.9,239.3,33.1,5.29,78.1,65.4,1.45,22.46,3.93,167.5,Moderate
Kolkata,12-02-2022,42.5,109.1,7.8,126.4,179,2,6.1,53.5,35.6,5.41,0.98,6.31,32.5,Severe
Bangalore,12-02-2022,85.7,3.5,133.8,67.7,155.7,5,0.97,98.9,66.1,16.04,12.9,1.55,83.3,Moderate
Delhi,13-02-2022,190,385,102.1,139.9,240.3,27.9,9.35,0.5,90,17.89,11.38,5.82,200.6,Good
Mumbai,13-02-2022,59.6,452.8,89,34.8,138.8,11.6,8.82,71.3,199.4,5.75,27.47,9.1,297.2,Good
Chennai,13-02-2022,251.9,535.9,198.3,5.4,99,32.6,1.28,99,14.8,5.27,16.82,1.37,470.2,Satisfactory
Kolkata,13-02-2022,277.3,544.1,49.1,66.6,234.5,6.8,7.9,67.8,15.7,19.43,20.47,0.61,489.8,Very Poor
Bangalore,13-02-2022,415.6,135.8,116.1,96.9,158.2,46.3,2.36,37,63.8,12.49,2.3,2.39,311.4,Moderate
Delhi,14-02-2022,326,169,28.6,0,51,34.6,0.88,3.4,26.3,18.12,26.43,6.22,159.3,Moderate
Mumbai,14-02-2022,452.2,170.5,31.1,145.7,222.6,10.3,6.95,27.3,185,7.44,20.96,7.83,463.2,Very Poor
Chennai,14-02-2022,267.3,205.5,71,144.4,72.2,35.5,3.11,25.8,141.3,2.44,0.48,1.02,312.3,Satisfactory
Kolkata,14-02-2022,481.5,481.1,95.9,90.2,185.2,38.8,0.05,15.2,135.8,13.19,4,5.3,352.7,Severe
Bangalore,14-02-2022,251.5,5,158.2,85.8,201,3.2,8.67,34.8,158.6,2.59,24.45,3.22,378.1,Satisfactory
Delhi,15-02-2022,210,121.4,12.7,96.8,55.2,39.3,2.14,77.7,53.8,0.84,25.31,0.47,261.8,Good
Mumbai,15-02-2022,459.6,479.7,103.9,64.3,25.9,11.8,2.02,91.6,126.1,9.11,5.04,1.11,378.9,Poor
Chennai,15-02-2022,446.8,84.2,165.3,2.7,227.1,40.7,3.82,3.5,110.3,15.39,26.26,7.49,276.2,Severe
Kolkata,15-02-2022,373.4,289.6,43.6,102.3,83.6,43.1,0.54,1.5,55,0.8,27.48,4.77,215.6,Good
Bangalore,15-02-2022,264.2,123.2,48.1,32.2,178.4,10,5.83,62.2,170.5,12.75,0.04,1.36,368.5,Very Poor
Delhi,16-02-2022,294.1,157.3,48.4,108,206.4,48.8,1.3,83.6,9.8,10.81,18.6,8.09,464.2,Very Poor
Mumbai,16-02-2022,322.9,191.4,184.9,40,155.8,29.6,4.3,5,60.3,9.57,1.72,5.25,244.7,Moderate
Chennai,16-02-2022,410.5,200.2,144.1,13.6,76.5,8,3,12.6,169,5.49,29.93,6.15,121.7,Satisfactory
Kolkata,16-02-2022,459.4,565.3,23.7,149,108,0.2,9.99,18.7,197.4,8.02,20.18,4.07,422.7,Poor
Bangalore,16-02-2022,223,443.9,169.9,133.8,115,37.7,8.66,61.6,96.7,15.15,16.56,7.3,16.2,Poor
Delhi,17-02-2022,464.8,238.6,76.3,117.5,142.4,34.5,7.84,53.3,135.5,15.88,14.93,0.94,329.8,Severe
Mumbai,17-02-2022,54.9,223.8,136.6,112,209.4,37.2,3.94,26.4,80.7,10.54,20.67,5.35,291.9,Severe
Chennai,17-02-2022,220.5,311.9,84.2,91.1,170.9,8.5,9.55,99.4,34.8,11.07,23.36,3.42,170.7,Good
Kolkata,17-02-2022,183.2,69.7,198.4,97.7,19.3,10.7,7.56,35.9,104.5,9.88,0.75,6.92,448.7,Moderate
Bangalore,17-02-2022,377.5,294.3,95.7,61.6,172.3,20.4,3.09,46.6,76.1,0.91,23.95,6.22,342.5,Very Poor
Delhi,18-02-2022,463.5,291.1,181.5,149,97.1,41.5,5.4,16.3,115.5,19.85,26.05,5.38,268.4,Poor
Mumbai,18-02-2022,291.4,411,84.3,145,39.9,43.6,7.16,65.4,1,17.72,27.3,2.57,78.5,Very Poor
Chennai,18-02-2022,404.1,532.9,79.8,15.5,46.6,33.9,9.74,86.5,48.4,1.77,1.85,7.48,15.4,Satisfactory
Kolkata,18-02-2022,341.8,300.5,57.4,41.3,16.7,26.6,1.01,98.4,140.8,17.02,12.72,9.5,356.2,Moderate
Bangalore,18-02-2022,234.9,244.3,83.7,89.9,96.8,5.5,9.98,92.9,59,1.2,21.27,1.63,348.6,Good
Delhi,19-02-2022,342.3,22.9,30,60.2,203.2,21.9,2.65,95.8,165.4,9.75,16.47,3.05,51,Moderate
Mumbai,19-02-2022,293.8,28.4,156.1,11.6,121.7,26.7,8.19,84.6,66.2,2.03,22.82,1.11,267.5,Moderate
Chennai,19-02-2022,61.3,272.2,192.1,134,157.9,29.3,2.06,43.6,79.3,2.73,21.82,3.74,21.6,Good
Kolkata,19-02-2022,219.9,390.1,164.2,49.2,11.9,20.2,5.23,43.7,73,9.99,1.94,7.81,261.7,Very Poor
Bangalore,19-02-2022,211.9,521.9,16.1,56.7,196.2,40.6,4.55,25.4,176.5,8.15,16.99,3.12,239.9,Severe
Delhi,20-02-2022,231.3,55.2,147.5,129.2,13.7,28.8,7.85,48.9,91.4,8.22,8.01,6.94,375.4,Good
Mumbai,20-02-2022,367.6,357.5,29.6,116.1,90.3,49.1,1.8,44.5,169.8,14.5,15.88,9.66,63.6,Severe
Chennai,20-02-2022,252.5,163.9,113.7,85.4,217.3,34.6,6.07,42.5,13.7,6.25,14.28,3.81,283,Severe
Kolkata,20-02-2022,315.2,34,173,122.5,33.5,21.7,2.24,37.1,137.7,13.69,0.38,8.07,334.3,Satisfactory
Bangalore,20-02-2022,268.6,315.8,115.1,48.4,114.2,23.9,9.61,99.7,82.6,17.83,3.22,9.25,70.1,Severe
Delhi,21-02-2022,348.8,431.6,183.5,61.2,119.5,17.4,6.14,6.4,25.8,9.07,16.42,0.59,494,Satisfactory
Mumbai,21-02-2022,250.2,153.1,2.3,45.6,237.5,30.4,8.1,75.3,172.3,5.1,22.59,9.82,365.4,Satisfactory
Chennai,21-02-2022,8.7,329.4,105.7,114.1,206.5,7.1,6.73,74,87.3,19.54,9.49,5.54,338.1,Satisfactory
Kolkata,21-02-2022,280.1,438.7,123.8,69.8,149.3,15.8,2.81,0.5,189.5,5.75,24.86,1.76,115.6,Poor
Bangalore,21-02-2022,335.1,59.8,155.4,69.2,20.1,42.9,2.13,46.6,192.8,14.31,27.38,8.51,35.3,Good
Delhi,22-02-2022,106.6,447.8,197.9,135.4,169.1,22,4.47,16.4,48.7,8.85,2.54,1.27,391.8,Satisfactory
Mumbai,22-02-2022,350.2,178.2,34.7,25.8,196.9,42.4,8.37,18.5,143.9,9.92,19.76,3.93,169.6,Severe
Chennai,22-02-2022,347.1,523.3,84.9,109.2,108.8,10,9.5,94.7,42.4,13.1,20.58,5.91,397.9,Severe
Kolkata,22-02-2022,245.2,567.2,192.6,47.3,157.6,22.6,0.59,35.2,81.8,4.23,13.34,0.78,37.3,Good
Bangalore,22-02-2022,330.8,598,21.8,136.6,73.6,22,8.73,45.4,146.2,2.26,13.29,2.18,395.7,Poor
Delhi,23-02-2022,406.5,199.9,59,138,74.1,17.9,4.42,94.8,179.2,7.76,20.96,6.01,366.6,Very Poor
Mumbai,23-02-2022,51.8,370.3,17.9,45.6,62.4,15.9,2,67.4,101.4,11.42,7.96,1.47,399.5,Severe
Chennai,23-02-2022,180.5,249.9,8.2,9.1,149.7,3.9,3.94,75.1,183.8,2.18,22.33,7.26,132.4,Good
Kolkata,23-02-2022,98.6,85.1,45.4,103.5,16.9,14,9.56,49.2,86.8,11.48,28.06,8.86,458.9,Severe
Bangalore,23-02-2022,232.4,436.5,91.2,135.3,116.3,9,8.66,76.5,64.3,16.52,28.93,3.84,349.7,Good
Delhi,24-02-2022,377.1,368,80.3,82.3,240.5,40.8,7.59,67.4,129,10.96,21.5,5.71,212.2,Good
Mumbai,24-02-2022,14,350.7,80,42.7,82.1,20.8,3.39,18.7,1.7,11.04,7.05,4.27,232.2,Good
Chennai,24-02-2022,40.8,563,131.2,149.5,216.7,25.7,9.19,89.2,192.9,7.82,23.54,8.11,284.4,Poor
Kolkata,24-02-2022,84.1,261.8,149.4,113.3,82.2,5.2,4.89,79.3,139.9,18.57,7.38,0.12,99.6,Satisfactory
Bangalore,24-02-2022,262.7,97.9,139.5,131.6,24,3.8,2.34,60.6,138.5,11.71,11.26,8.51,290.4,Good
Delhi,25-02-2022,48,470.4,68.5,121.1,71,38.4,1.84,20.9,139.7,13.32,16.09,1.87,305.4,Poor
Mumbai,25-02-2022,425.6,329.6,67.6,62.6,94.4,18.6,6.2,64.9,26.1,7.95,13.82,3.88,90.7,Moderate
Chennai,25-02-2022,142.1,510.8,89.9,32.2,233.3,3,3.24,70.1,87.8,4.82,7.18,7.11,169.4,Severe
Kolkata,25-02-2022,136.8,326.7,105.6,110.1,245.5,18.6,2.59,14.7,53.1,10.82,22.3,2.07,144.4,Poor
Bangalore,25-02-2022,141.3,192.1,3.8,53.6,75.8,48,4.36,11.1,58.2,0.18,4.88,4.87,460.6,Poor
Delhi,26-02-2022,83.6,261.8,81.9,32.4,114.5,14,1.5,55.8,68.8,2.65,15.38,8.31,17.2,Poor
Mumbai,26-02-2022,225.5,59.6,198.2,48.1,147.2,38.9,6.4,70.9,133.8,5.33,15.96,4.26,463.2,Moderate
Chennai,26-02-2022,478.6,364,128.1,52.1,74.1,34.3,4.71,32.1,3.1,15.26,15.62,9.84,1.1,Poor
Kolkata,26-02-2022,456.3,6.5,122.2,42,19.1,22.3,1.59,11.3,108.2,14.42,25.71,0.58,246.9,Severe
Bangalore,26-02-2022,446,413.8,136.8,5.5,7.2,15.3,4.58,37,73.4,12.67,2.89,3,367.2,Satisfactory
Delhi,27-02-2022,131.6,98.5,20.8,109.8,3.1,31.1,3.91,82.9,55.7,11.33,18.64,2.9,487.4,Satisfactory
Mumbai,27-02-2022,256.6,226.5,22.3,123.6,38.1,38.2,3.66,10.4,194.3,15.97,7.15,8.04,344.4,Severe
Chennai,27-02-2022,110.9,452.3,162.9,16.5,213.1,35.2,2.35,33.3,65.5,19.53,16.63,2.16,168,Moderate
Kolkata,27-02-2022,334,197.5,29.7,84.3,130.7,50,6.14,16.5,113.6,19.8,15.72,7.45,183.3,Very Poor
Bangalore,27-02-2022,48,334.1,101.9,87.6,178.6,13,8.95,64.7,123.6,14.53,24.5,8.53,395.4,Moderate
Delhi,28-02-2022,313.5,592.7,173.1,149.9,156.4,46.3,4.44,16.8,184.8,14.55,10.87,1.52,0.7,Severe
Mumbai,28-02-2022,442.3,572,89.1,130.8,35.8,29.1,2.83,52.7,127.3,14.33,2.23,5.96,273.9,Good
Chennai,28-02-2022,365.1,431.7,122.6,87,114.3,8.9,8.18,34.4,133.1,2.64,9.44,9.19,402.4,Moderate
Kolkata,28-02-2022,437.2,516.5,91.9,68.5,167.4,30.5,8.64,33.1,198.6,10.53,25.28,9.75,243.3,Very Poor
Bangalore,28-02-2022,288.7,480.1,134.4,102.9,164.6,31.6,5.27,36,130.3,6.3,17.13,8.15,467.2,Good
Delhi,01-03-2022,300.2,374.7,156,27,52.1,5.9,9.44,82.9,86.7,6.71,18.84,3.44,83.5,Good
Mumbai,01-03-2022,465.2,111.2,66.2,119.1,67,43.9,1.97,30.9,64.4,19.41,2.78,3.45,398.9,Severe
Chennai,01-03-2022,487.8,311.7,179.1,71.8,17.2,13.3,8.77,35.1,35,14.38,29.63,1.77,429.4,Moderate
Kolkata,01-03-2022,328.5,572.8,80.7,149.6,95.4,35.7,6.78,41.9,99.5,12.01,15.56,5.6,162.7,Very Poor
Bangalore,01-03-2022,46.1,412.9,153.1,14,60.5,49.3,8.86,16,58,18.66,2.63,7.38,428.2,Satisfactory
Delhi,02-03-2022,129.5,269,163.6,144.3,82.3,48.6,5.25,42.7,148.8,4.2,28.37,1.24,398.1,Severe
Mumbai,02-03-2022,183,546,155.4,62.9,52.2,46.5,0.59,3.1,14.5,7.16,26.43,8.08,431.2,Satisfactory
Chennai,02-03-2022,291.4,323.6,53.9,3.3,96.8,6.7,2.25,28.2,83.5,11.71,17.62,4.63,192.3,Good
Kolkata,02-03-2022,125.3,171.3,54.3,69.2,219.2,32.7,2.79,18.8,105.2,15.27,4.72,8.64,93.2,Severe
Bangalore,02-03-2022,415.6,329.4,57.1,131.6,41.2,15.3,0.29,62.9,92,19.01,20.88,9.4,135,Good
Delhi,03-03-2022,98.9,97.1,63.1,38.4,193.5,3.4,4.36,8.4,167.2,2.64,27.9,9.53,149.3,Very Poor
Mumbai,03-03-2022,426.2,207.9,57.3,142.1,47.5,13.1,9.76,88,56.7,11.58,15.15,1.08,238.8,Satisfactory
Chennai,03-03-2022,225.7,478.4,46,137,173.7,28.1,3.35,30.7,150.5,11.13,15.79,3.73,185.2,Severe
Kolkata,03-03-2022,369.4,396.1,182.8,28.7,34.2,39.9,0.91,78.8,39.8,15.81,18.24,1.25,366.4,Poor
Bangalore,03-03-2022,488.4,112.2,67.4,0.4,126.3,2.7,5.61,66.9,185.5,1.41,15.18,8.92,192.4,Moderate
Delhi,04-03-2022,66.1,462.1,44.9,95.8,156.3,33,3.12,18.8,132,4.96,5.61,9.66,135.3,Moderate
Mumbai,04-03-2022,385.1,134.4,183.8,135.7,158.7,31.2,9.05,50.3,198.3,0.83,7.66,4.54,43.7,Good
Chennai,04-03-2022,83.9,479,167.2,29.8,3.8,42.2,7.97,17.7,75.3,15.95,22.69,3.16,81.2,Severe
Kolkata,04-03-2022,181.8,589.8,85,92.9,201.8,5.4,4.57,37.3,146.7,13.13,23.95,7.63,139.8,Moderate
Bangalore,04-03-2022,423.3,98.6,186.3,25.3,162.9,22.9,6.03,57.1,97.2,16.44,27.38,5.02,402.9,Good
Delhi,05-03-2022,150,233.8,61.6,68.5,130.1,28.4,2.6,57.4,176,7.38,2.27,4.67,216.4,Moderate
Mumbai,05-03-2022,445.7,5.3,84.9,111.3,156.3,35.9,5.97,16.1,38.7,7.49,28.54,5.54,62.8,Good
Chennai,05-03-2022,425.2,71.8,44.2,83.7,16.2,41,9.54,15.1,111.3,17.85,24.14,8.44,98,Good
Kolkata,05-03-2022,154.8,84.7,75.5,28.8,50.3,27.4,8.29,93.6,93.1,9.29,0.2,1.02,411.9,Very Poor
Bangalore,05-03-2022,54.6,59.1,48.3,48.6,194.3,10.9,5.23,56,113.8,18.69,20.51,6.54,289.6,Very Poor
Delhi,06-03-2022,265.4,293.8,84.5,143.9,113.6,48.7,2.5,65.2,193.1,19.34,27.35,2.87,368.9,Very Poor
Mumbai,06-03-2022,377,534.5,13.4,2.3,0.6,16.6,2.83,47.5,45.2,16.97,24.1,1.41,340.3,Severe
Chennai,06-03-2022,464.7,3.3,177.3,93.5,4.1,34.5,1.3,15.1,15.8,16.37,19.43,3.26,499.4,Severe
Kolkata,06-03-2022,395.9,390.8,56.5,138.9,83.9,25.9,4.35,22.6,139.6,19.97,28.62,3.63,240.3,Poor
Bangalore,06-03-2022,245.7,458.4,3.7,54.7,162.3,21.4,7.1,8.2,183.3,14.51,17.38,5.08,199,Very Poor
Delhi,07-03-2022,103.3,17.4,72.2,90.9,26,46.5,7.29,23,62.8,10.29,29.42,5.96,412.2,Poor
Mumbai,07-03-2022,468.9,181.4,121.6,18.5,158.1,27.3,7.71,54.4,177.1,5.41,7.94,7.6,470.5,Good
Chennai,07-03-2022,115.2,46.8,5.2,71.5,167.9,14.7,1.08,20,12.4,9.17,0.16,4.11,251.7,Poor
Kolkata,07-03-2022,286.6,252,84.2,144,234.8,30.8,7.81,17.9,58.1,0.76,27.67,4.05,421.3,Severe
Bangalore,07-03-2022,210,84.2,78,104.2,75.6,25.4,1.36,74.3,101.4,9.53,22.31,1.98,225,Poor
Delhi,08-03-2022,360,222.7,9.9,26.8,54.6,37.2,3.77,62.1,155.4,18.4,26.26,8.86,441.3,Very Poor
Mumbai,08-03-2022,481.4,454,128.4,133.7,64,32.4,8.85,11.6,176.7,10.69,29.74,6.2,16.6,Good
Chennai,08-03-2022,159.3,42.2,111.3,87.4,221.2,2.2,5.06,36,182.9,8.02,12.52,2.86,217.9,Good
Kolkata,08-03-2022,169.1,270.5,120.6,97.9,183.7,5.4,2.63,23.9,5.9,19.54,11.8,8.59,12.4,Good
Bangalore,08-03-2022,105.4,529.8,53.8,115.1,103.3,41.1,6.74,97.9,193.5,15.28,6.45,2.54,467.6,Moderate
Delhi,09-03-2022,397.5,151.3,44.3,26.4,88.9,47.8,6.3,14.7,16.2,2.28,23.12,5.69,200.8,Moderate
Mumbai,09-03-2022,380.7,259.7,94,129.4,48.1,43.8,5.51,47.6,176.7,11.03,15.61,4.49,17.5,Very Poor
Chennai,09-03-2022,434,313.6,18,123.1,210.5,37.5,6.38,9.2,194.2,10.96,15.93,2.28,1.2,Satisfactory
Kolkata,09-03-2022,409.5,317.6,119.5,137.3,178.7,19.1,6.48,31.8,133.3,2.97,13.61,7.06,404.1,Moderate
Bangalore,09-03-2022,57.2,117.2,6.9,94.7,238.7,34.3,1.89,32.2,137.8,19.07,23.99,8.43,493.7,Severe
Delhi,10-03-2022,26.6,360.9,109.6,118.7,108.1,2.8,7.65,67.3,2.5,19.08,2.61,0.24,144.3,Satisfactory
Mumbai,10-03-2022,389.5,412.6,139.9,146.5,140.6,44.2,6.26,78.3,43.2,7.9,19.83,4.27,202.6,Good
Chennai,10-03-2022,412.2,316.1,84.3,20,153.9,7.4,0.82,12.3,113.3,0.5,24.88,4.98,212.9,Good
Kolkata,10-03-2022,359.3,124.9,164.8,123.5,9.8,10.1,4.21,47.6,148.1,5.41,4.06,3.92,397.7,Very Poor
Bangalore,10-03-2022,377.7,117,181.7,147.2,75.1,19.7,4.71,68.7,155.2,12.64,16.99,7.48,415.2,Very Poor
Delhi,11-03-2022,331.5,89.7,148.5,106.4,99.8,4,9.4,22.7,117,19.42,28.55,2.29,222.9,Very Poor
Mumbai,11-03-2022,409.2,164.4,185.9,98.3,60.2,33.5,8.57,42.1,186.6,14.1,13.52,1.2,451.8,Moderate
Chennai,11-03-2022,67.7,441.8,68.5,46.3,101.4,25,3.61,89.2,41.7,2.76,23.6,0.49,95.8,Severe
Kolkata,11-03-2022,186.3,479.8,158.4,4.8,59.7,1.7,2.88,29.1,25.5,5.14,3.73,2.34,168,Severe
Bangalore,11-03-2022,43,264.8,146.8,53.7,177.1,34.8,8.77,72.6,170.9,14.77,23.72,7.01,458.7,Satisfactory
Delhi,12-03-2022,384.3,318.2,91.6,52.2,156.1,50,6.64,13.7,84.4,12.6,13.88,2.92,35.4,Poor
Mumbai,12-03-2022,315.3,141.4,21.4,133.6,83,15.6,7.68,54,174.2,5.28,20.77,7.98,265.5,Moderate
Chennai,12-03-2022,354.1,98.3,157.7,87.9,67.3,30.6,4.59,88.2,65.7,5.59,3.11,2.36,255.1,Very Poor
Kolkata,12-03-2022,114.4,453.1,109.3,115.5,223,10.9,3.33,94.5,169.6,19.61,18.69,5.52,180.7,Poor
Bangalore,12-03-2022,60.3,119.2,196.3,65.7,176.2,34.9,0.86,28.9,107.6,7.68,18.97,4.64,446.3,Satisfactory
Delhi,13-03-2022,414.9,293.5,181.3,43.5,65.5,36,2.06,88.5,93.5,5.89,2.35,0.89,410.8,Satisfactory
Mumbai,13-03-2022,120.3,547.1,196.1,25.3,71,27.1,9.94,91.7,132.2,9.66,15.84,0.24,327,Very Poor
Chennai,13-03-2022,219.6,138.4,127.8,27.8,122.3,11.5,5.25,48.2,136.8,2.47,9.99,3.81,243,Good
Kolkata,13-03-2022,489.6,598,120.5,63.9,218.1,41.5,7.01,37.5,167.4,7.07,7.46,1.58,51.4,Poor
Bangalore,13-03-2022,31,465.6,24.1,147.2,27.7,46.9,5.08,34.7,115.5,9.03,18.63,4.54,275,Very Poor
Delhi,14-03-2022,409.4,422.5,10.9,49.7,200.8,13.3,1.38,94.2,135.4,5.41,10.66,9.66,120.6,Poor
Mumbai,14-03-2022,149.1,318.7,111.2,4.7,247.2,31.8,7.07,98.6,161.9,3.03,16.17,9.91,254.6,Very Poor
Chennai,14-03-2022,479.4,304.1,3,116.2,97.2,49.8,5.67,13.4,73,0.47,22.5,6.76,23.7,Moderate
Kolkata,14-03-2022,66.7,10.6,66.4,111,137,25.2,5.16,28.3,29,4.42,29.91,9.59,299.2,Moderate
Bangalore,14-03-2022,243.2,307,198.4,90.2,246.6,7.8,6.99,72.9,109,1.3,1.15,1.51,441.8,Good
Delhi,15-03-2022,207.1,206.4,126.4,48.6,115.1,1.8,8.84,97.8,32.9,0.42,10.11,0.77,0.6,Severe
Mumbai,15-03-2022,61.7,544.7,102,85.8,178.3,46.7,7.77,24,34.1,18.19,18.87,3.03,437.9,Very Poor
Chennai,15-03-2022,188.5,472,145,46.7,17.5,24.5,5.28,71.1,68.9,16.97,13.74,6.38,118.9,Satisfactory
Kolkata,15-03-2022,9.4,78.7,108.1,95.4,174.8,0.7,6.94,79.6,120.3,3.38,5.27,6.75,468,Satisfactory
Bangalore,15-03-2022,473.9,580.7,23.6,11.7,227.6,27.8,5.91,53.8,94.3,8.77,17.69,2.72,360.3,Severe
Delhi,16-03-2022,423.9,217,170.6,70.1,203.4,18.3,3.68,95.3,167.3,9.17,18.91,8.47,349.8,Poor
Mumbai,16-03-2022,113.7,296.3,25.9,46.6,36.6,34,5.51,62.4,78.2,5.72,28.89,3.37,300,Severe
Chennai,16-03-2022,97.3,7.7,198.1,132.6,103.1,46.3,5.02,43.5,152.8,14.68,9.27,2.38,360.6,Moderate
Kolkata,16-03-2022,2.3,445.5,23.9,146.7,193.3,9.6,6.4,1.3,28.5,3.17,13.11,0.18,302.6,Severe
Bangalore,16-03-2022,250.8,83.4,56,44.3,249.4,32.5,5.38,36.1,180.9,4.93,4.11,3.7,452.7,Very Poor
Delhi,17-03-2022,468.6,193.6,4.6,23.4,135.5,43,1.48,75,91.9,19.81,15.65,2.73,19.1,Poor
Mumbai,17-03-2022,11.7,304.3,103.3,104.2,215.2,38.4,2.52,91.6,74.1,2.84,29.09,7.57,110.2,Severe
Chennai,17-03-2022,128.1,537,101.1,37.1,37.1,45.9,7.9,93.5,156.3,15.15,26.14,9.15,331.2,Severe
Kolkata,17-03-2022,324.4,238.4,170.5,78.9,241,2.6,0.49,84.9,110.8,1.72,12.17,0.37,239.1,Very Poor
Bangalore,17-03-2022,457.8,385.3,121.4,113.2,83.8,45,2.06,86,63.6,9.73,13.98,9.57,208.5,Moderate
Delhi,18-03-2022,274.1,117.5,138.7,37.5,40.8,19.4,0.45,73.6,90,19.67,11.19,7.05,119.1,Severe
Mumbai,18-03-2022,201.6,566.1,161.3,118.9,4.4,32.9,5.4,31.5,143.2,8.06,3.79,6.93,316.9,Moderate
Chennai,18-03-2022,403.1,339.9,32.9,59,2.6,6.2,8.84,86.7,187.4,0.96,17.52,8.81,145.5,Very Poor
Kolkata,18-03-2022,171.1,126.8,85.6,10,141.8,10.4,4.27,25.5,103.3,15.86,13.94,5.66,193.4,Poor
Bangalore,18-03-2022,0.8,374.8,2.4,129.3,85.2,41,0.26,33,121.1,12.8,11.41,7.17,403.5,Moderate
Delhi,19-03-2022,329.2,63.3,164.2,34.9,144.6,30.8,6.63,28.6,129.8,14.13,9,1.91,380,Severe
Mumbai,19-03-2022,171.1,272.6,127.9,68.3,184.3,31.7,7.32,0.7,93.5,18.14,9.14,4.77,183.3,Poor
Chennai,19-03-2022,109.1,492,193.9,142,243.4,34.6,9.94,37.6,126.8,5.1,19.5,0.03,349.3,Poor
Kolkata,19-03-2022,307.5,582.7,148.5,79,2.5,14.2,7.28,85.3,38,11.17,14.56,5.37,270.3,Very Poor
Bangalore,19-03-2022,104.8,508.3,128.2,40,124.6,25.8,7.4,75.5,1.3,16.97,21.48,5.63,494.2,Poor
Delhi,20-03-2022,154.7,149.4,119.9,136,215.9,23.1,5.3,78.5,109.8,14.81,16.56,4.79,0.7,Very Poor
Mumbai,20-03-2022,225.9,402.2,92.8,100.7,212.3,28.7,6.07,77.8,115.6,16.1,14.6,0.17,256.3,Moderate
Chennai,20-03-2022,99.1,67.4,15.8,121.6,174.1,6.1,3.68,90.9,90.9,2.95,13.19,0.73,493,Good
Kolkata,20-03-2022,432.5,184.3,172.2,54.1,18.7,24.2,3.8,72.1,185.8,12.95,26.42,5.59,460.5,Very Poor
Bangalore,20-03-2022,392.4,107.7,13.8,101.7,70,24.6,7.33,45.8,164.1,2.11,29.44,4.95,376.2,Moderate
Delhi,21-03-2022,206.9,173.4,125.7,34.5,169.8,46,8.32,65.1,30.8,14.53,20.92,3.79,415.5,Moderate
Mumbai,21-03-2022,349.8,61.1,163.5,112.2,9.9,38.9,4.7,17.3,101.4,19.51,4.01,5.09,116.8,Severe
Chennai,21-03-2022,407.2,570.4,43.4,62.9,228.7,47.5,2.32,31.8,38.5,4.43,28.4,1.44,219,Moderate
Kolkata,21-03-2022,413.4,595.7,166.1,6.1,151,35.8,1.94,83,31.1,19.94,24.44,1.31,318.5,Good
Bangalore,21-03-2022,64.2,44.6,148.5,27.7,61.4,10.8,1.49,10.2,191.6,1.81,11.4,1.99,68,Satisfactory
Delhi,22-03-2022,93.5,407.4,22.8,147.5,202.8,36.4,6.54,14.1,175.8,17.53,15.26,6.66,71.2,Poor
Mumbai,22-03-2022,466.5,56.7,48.8,26.7,175.4,19.7,3.83,91.4,91.7,16.09,20.44,6.59,28.6,Satisfactory
Chennai,22-03-2022,492.7,588.2,109.1,118.3,196.4,2.4,7.12,7.6,109.9,7.5,17.2,7.01,200.8,Good
Kolkata,22-03-2022,488.1,361.9,152.6,139.1,66.3,18.9,8.2,46.3,60.3,19.09,23.99,7.43,490.3,Good
Bangalore,22-03-2022,91.9,372,124.3,49.5,69.6,16.1,0.51,17.1,21.2,11.8,1.36,3.96,288.4,Moderate
Delhi,23-03-2022,131.7,486.3,93.4,136.4,89.8,38.8,4.87,48.5,58.1,0.69,7.87,3.89,449.8,Good
Mumbai,23-03-2022,269,104.3,192.8,27.2,11.3,44.4,7.21,59.5,96.9,10.04,5.4,0.58,377.8,Good
Chennai,23-03-2022,143.5,350.7,192.5,122.6,167.9,10.9,7.45,20.3,5,7.08,12.11,2.54,354.3,Good
Kolkata,23-03-2022,95.4,377.2,102.1,72.5,233.2,6.5,7.51,89,177.4,0.81,8.48,7.96,14,Severe
Bangalore,23-03-2022,464.6,572.9,90.6,68.8,224.2,48.3,6.58,92.6,94,6.19,6.3,6.43,478.4,Poor
